experiment,feature_set,model,fold,accuracy,balanced_accuracy,roc_auc,pr_auc,f1,precision,recall_sensitivity,specificity,tp,fp,tn,fn
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,8,0.7894736842105263,0.7471264367816092,0.8160919540229885,0.6448532948532948,0.6,0.5454545454545454,0.6666666666666666,0.8275862068965517,6,5,24,3
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,9,0.8421052631578947,0.7432950191570882,0.8237547892720306,0.6732645321032049,0.625,0.7142857142857143,0.5555555555555556,0.9310344827586207,5,2,27,4
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,10,0.6578947368421053,0.5076628352490422,0.6360153256704981,0.3244551483076183,0.23529411764705882,0.25,0.2222222222222222,0.7931034482758621,2,6,23,7
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,11,0.7368421052631579,0.5125,0.7875,0.5062668611581655,0.16666666666666666,0.25,0.125,0.9,1,3,27,7
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,12,0.8947368421052632,0.8875,0.9500000000000001,0.7371909340659342,0.7777777777777778,0.7,0.875,0.9,7,3,27,1
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,13,0.7894736842105263,0.7088122605363985,0.8045977011494253,0.7292077866790512,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.8620689655172413,5,4,25,4
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,14,0.8947368421052632,0.8544061302681992,0.942528735632184,0.8697530864197534,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.9310344827586207,7,2,27,2
pca10_rbf_svm_t1_only,t1_only,pca10_rbf_svm,15,0.9473684210526315,0.8888888888888888,0.9885057471264368,0.9674523007856344,0.875,1.0,0.7777777777777778,1.0,7,0,29,2
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,1,0.8157894736842105,0.6541666666666667,0.9291666666666666,0.7974147992530345,0.46153846153846156,0.6,0.375,0.9333333333333333,3,2,28,5
pca20_rbf_svm_t1_only,t1_only,pca20_rbf_svm,2,0.8947368421052632,0.8875,0.9833333333333334,0.9502840909090909,0.7777777777777778,0.7,0.875,0.9,7,3,27,1
